"site","date","amplitude_ratio","phase_lag","mean_offset","mean_ratio","R2_water","R2_air"
"Crystal Creek 1",2020-08-27,0.421442757570197,2.14930213605595,-5.19898333153417,0.679240102903161,0.948744970563641,0.978403293966333
"Crystal Creek 1",2020-08-28,0.422981803689032,1.97521383749336,-4.53691250185222,0.704033976539014,0.937380623147796,0.955845060527778
"Crystal Creek 1",2020-08-29,0.430302363387616,1.48424976795066,-5.10192083311176,0.673651119417158,0.93402013903626,0.942143429253597
"Crystal Creek 1",2020-08-30,0.871704523097688,3.16348481985072,-5.22467916608285,0.656176857716463,0.929730151179556,0.636989840502833
"Crystal Creek 1",2020-08-31,0.424920570832426,5.32706349077762,1.33190832868785,1.20892679665692,0.842241390745632,0.658417044909634
"Crystal Creek 1",2020-09-01,0.397903122718805,1.34932139921964,0.326833335276133,1.03665420583335,0.940212315678308,0.968168336080848
"Crystal Creek 1",2020-09-02,0.469802721192722,1.42299038253754,-4.71641250007886,0.671520893786213,0.944877836473779,0.959996091042768
"Crystal Creek 1",2020-09-03,0.529742541458875,1.96230456753907,-6.04955416681118,0.623959336950354,0.935178400311866,0.855744737372106
"Crystal Creek 1",2020-09-04,0.42408224704461,1.91564757285113,-6.98560000018199,0.59178378377749,0.945873367646681,0.949165093506432
"Crystal Creek 1",2020-09-05,0.384027873882315,1.39617788759388,-8.1923499988834,0.555970189762417,0.938648202220145,0.943661453931245
"Crystal Creek 1",2020-09-06,0.598770245256396,2.34465306101236,-8.90355000081744,0.528704896311061,0.924235678724931,0.755008326241787
"Crystal Creek 1",2020-09-07,0.350234560825274,5.61356628630073,-3.75312079458291,0.695178005580621,0.751052836232423,0.458567842374883
"Crystal Creek 1",2020-09-08,0.629206857465249,1.00186003577148,7.27857500658587,-17.3879786580676,0.915345825112136,0.637195188120759
"Crystal Creek 1",2020-09-09,0.357896335203149,1.68758878416409,7.05431680883678,170.304183152934,0.939068922743388,0.967753917729458
"Crystal Creek 1",2020-09-10,0.346751775949384,1.08344371776485,3.70905833137654,1.93211937086002,0.950529012481001,0.955290120658945
"Crystal Creek 1",2020-09-11,0.419227827356512,1.97494837031081,-0.986387499542827,0.891605769281008,0.941596002406725,0.958618906313153
"Crystal Creek 1",2020-09-12,0.414038595692302,1.70500832785211,-3.27066666788562,0.722236376420781,0.937189281722045,0.943639777449998
"Crystal Creek 1",2020-09-13,0.366677593273865,2.07079844478549,-4.0886291667484,0.673996345510558,0.936666702390154,0.946828909790503
"Crystal Creek 1",2020-09-14,0.364397990822806,1.95618866426979,-4.88134583317343,0.636398820615898,0.932545604278449,0.958350234169893
"Crystal Creek 1",2020-09-15,0.380287204368502,1.95776998834918,-6.24421248614211,0.575223640377945,0.930261052657408,0.922378191557759
"Crystal Creek 1",2020-09-16,0.351190927089627,2.12339657876221,-5.71777499764875,0.594603840571798,0.938090574795492,0.927868674942544
"Crystal Creek 1",2020-09-17,0.34448427589704,2.50571710840349,-4.75340416666667,0.640461077844311,0.930425431630573,0.924158352239316
"Crystal Creek 1",2020-09-18,0.283059490559272,2.43888290937016,-5.0654833218649,0.613935853525698,0.967901173402962,0.93074086773525
"Crystal Creek 1",2020-09-19,0.846317484522421,5.20859355779151,-1.06548749841885,0.87903642399947,0.850544983843128,0.201315763763174
"Crystal Creek 1",2020-09-20,0.646388498216261,1.81223933752019,-0.706104167546563,0.918290742424699,0.885405141610461,0.868374438918331
"Crystal Creek 1",2020-09-21,0.406559348861775,1.76622583743029,-2.73024583528283,0.73862824076708,0.938459330851357,0.968653731936409
"Crystal Creek 1",2020-09-22,0.331719621934033,3.62271308568836,-3.87889166168671,0.65469807161104,0.959904704259112,0.920177053403952
"Crystal Creek 1",2020-09-23,0.543466783417878,1.79431415910231,-5.02894165399023,0.621172003420899,0.916605263070678,0.888372738850603
"Crystal Creek 1",2020-09-24,0.576799482994559,2.52339276119584,-5.98475415689673,0.582216114703695,0.911035390224111,0.862983690644273
"Crystal Creek 1",2020-09-25,0.560254972987833,1.02431913766736,-4.00047500057389,0.672316040924027,0.8748889597965,0.849132549894734
"Crystal Creek 1",2020-09-26,1.15137935539817,-8.74381233516308,-1.22847501709934,0.866530555151963,0.739883379557978,0.109411437036022
"Crystal Creek 1",2020-09-27,0.38798851206921,2.70045888667598,1.55334166691717,1.30432816355937,0.704036299953734,0.607863618447349
"Crystal Creek 1",2020-09-28,0.399154348076336,1.59773937522754,1.2502958339389,1.24860894792488,0.946902909261121,0.960028478610641
"Crystal Creek 1",2020-09-29,0.359799924491054,2.26797634526203,-1.77054999867071,0.794420899980001,0.921877023111972,0.953211565946424
"Crystal Creek 1",2020-09-30,0.366521540207544,1.80653599547285,-2.79150416759763,0.710099091200853,0.924306044569606,0.958675461464757
"Crystal Creek 1",2020-10-01,0.374439052703667,2.26368705613273,-2.73124583590437,0.711361074092141,0.941458531985278,0.914064232724532
"Crystal Creek 1",2020-10-02,0.418211292949884,2.7383401314704,-3.69147082711818,0.661462361991642,0.930218402927721,0.916742607888795
"Crystal Creek 1",2020-10-03,0.412183941777963,2.27299596814699,-2.57535833399022,0.732777345388879,0.909695344052242,0.902425833612414
"Crystal Creek 1",2020-10-04,0.393480051908373,2.03746895828205,-3.66480416613032,0.650971031797112,0.9224443582955,0.942629163680646
"Crystal Creek 1",2020-10-05,0.59311912424968,2.76352545585909,-3.80518333063644,0.642705790460091,0.914576580837349,0.702706094581033
"Crystal Creek 1",2020-10-06,0.382514154119831,2.49331413370006,-2.92832917466267,0.695494366726647,0.920458749575717,0.926331387986429
"Crystal Creek 1",2020-10-07,0.34486027703251,1.97326896377744,-3.39883333863349,0.652441414070104,0.914140963413115,0.933527125050881
"Crystal Creek 1",2020-10-08,0.415175830520992,2.36146929990384,-4.90671250093329,0.556120995072813,0.913038885226435,0.892391403669873
"Crystal Creek 1",2020-10-09,0.543806212871193,2.70301933204079,-4.52867500145416,0.573437205546636,0.922373870215493,0.762429355115093
"Crystal Creek 1",2020-10-10,0.378472953700851,2.45383204233481,-3.32224167329738,0.642929690350825,0.939122760192755,0.915097307754628
"Crystal Creek 1",2020-10-11,0.866476182220716,0.0392730552325578,3.34111249566955,2.20400450106511,0.350997126941399,0.138010175785107
"Crystal Creek 1",2020-10-12,0.624462540379238,1.82344635919477,0.365099999696898,1.06704208104237,0.827581867303204,0.87905068478174
"Crystal Creek 1",2020-10-13,0.319034915308555,1.04231988972662,-1.26230416702571,0.814707645207235,0.967927968416588,0.824205093756987
