"site","year","month","avg_phase_air","avg_phase_water","avg_phase_lag","phase_lag_flag1","phase_lag_flag2","phase_lag_flag","month_date"
"Bailey Creek",2019,5,14.5420754921194,-0.38054083499093,-9.07738367288962,TRUE,TRUE,2,2019-05-01
"Bailey Creek",2019,6,14.6024027548161,-0.25990962290034,-9.13768762228356,TRUE,TRUE,2,2019-06-01
"Bailey Creek",2019,7,14.1140069790604,-0.420408035920482,-9.46558498501907,TRUE,TRUE,2,2019-07-01
"Bailey Creek",2019,8,14.0398997209843,-0.690991919772054,-9.26910835924364,TRUE,TRUE,2,2019-08-01
"Bailey Creek",2020,3,14.2337308517524,-1.32445684420251,-8.44181230404512,TRUE,TRUE,2,2020-03-01
"Bailey Creek",2020,4,13.5842785975484,-0.636035110922691,-8.4463529581956,TRUE,TRUE,2,2020-04-01
"Bailey Creek",2020,5,14.5633597192027,-0.41852667965345,-9.01811360114381,TRUE,TRUE,2,2020-05-01
"Bailey Creek",2020,6,14.2564822365524,-0.89524693011001,-8.84827083333757,TRUE,TRUE,2,2020-06-01
"Bailey Creek",2020,7,14.2969469727717,-0.884516266924385,-8.81853676030394,TRUE,TRUE,2,2020-07-01
"Bailey Creek",2020,8,14.055988907254,-1.12646933339497,-8.81754175935106,TRUE,TRUE,2,2020-08-01
"Bailey Creek",2020,9,13.860982363638,-1.53883507722563,-8.60018255913636,TRUE,TRUE,2,2020-09-01
"Bailey Creek",2020,10,13.5410828542047,-1.25353474919165,-9.20538239660363,TRUE,TRUE,2,2020-10-01
"Bailey Creek",2020,11,13.3853727215839,-1.70084679142435,-8.91378048699176,TRUE,TRUE,2,2020-11-01
"Bailey Creek",2021,3,13.8876714649628,-1.45342805846332,-8.65890047657386,TRUE,TRUE,2,2021-03-01
"Bailey Creek",2021,4,13.6192681156178,-1.1996053718779,-9.18112651250425,TRUE,TRUE,2,2021-04-01
"Bailey Creek",2021,5,14.6680960415392,-0.799880012234021,-8.53202394622675,TRUE,TRUE,2,2021-05-01
"Bailey Creek",2021,6,13.6064185315057,-1.24137066751306,-8.32462459408467,TRUE,TRUE,2,2021-06-01
"Bailey Creek",2021,7,14.3200550660139,-1.41829600692773,-8.26164892705838,TRUE,TRUE,2,2021-07-01
"Bailey Creek",2021,8,13.9964063566913,-1.6266118476246,-8.37698179568408,TRUE,TRUE,2,2021-08-01
"Bailey Creek",2021,9,13.6076441692602,-1.75084837694003,-8.64150745379979,TRUE,TRUE,2,2021-09-01
"Bailey Creek",2021,10,14.0838586688169,-1.61472750224083,-8.30141382894231,TRUE,TRUE,2,2021-10-01
"Bailey Creek",2021,11,13.1750665554755,-1.64703272509858,-9.17790071942589,TRUE,TRUE,2,2021-11-01
"Bailey Creek",2022,3,13.511244797649,-1.38487443120796,-9.10388077114306,TRUE,TRUE,2,2022-03-01
"Bailey Creek",2022,4,13.7539851173199,-1.20077789264946,-9.04523699003062,TRUE,TRUE,2,2022-04-01
"Bailey Creek",2022,5,14.4720442849726,-0.624519697506312,-8.90343601752106,TRUE,TRUE,2,2022-05-01
"Bailey Creek",2022,6,14.4366364916185,-0.750010903258556,-8.81335260512293,TRUE,TRUE,2,2022-06-01
"Bailey Creek",2022,7,14.1294966359541,-0.80258183229315,-9.06792153175275,TRUE,TRUE,2,2022-07-01
"Bailey Creek",2022,8,14.255351989352,-0.665076562620453,-9.0795714480276,TRUE,TRUE,2,2022-08-01
"Bailey Creek",2022,9,13.9274693380514,-0.861603456328791,-9.21092720561978,TRUE,TRUE,2,2022-09-01
"Bailey Creek",2022,10,13.8938429946585,-0.842045850470465,-9.26411115487099,TRUE,TRUE,2,2022-10-01
"Bailey Creek",2022,11,12.6887593690306,-1.61042409542687,-9.70081653554257,TRUE,TRUE,2,2022-11-01
"Bailey Creek",2023,3,14.1680265843078,-1.22884398524582,-8.60312943044634,TRUE,TRUE,2,2023-03-01
"Bailey Creek",2023,4,14.0820156211423,-0.348300895483058,-9.56968348337466,TRUE,TRUE,2,2023-04-01
"Bailey Creek",2023,5,14.6768554594938,7.42111886209781,7.25573659739599,TRUE,TRUE,2,2023-05-01
"Bailey Creek",2023,6,14.7212768230723,6.65711011552931,8.064166707543,TRUE,TRUE,2,2023-06-01
"Bailey Creek",2023,7,14.3018028487343,6.51264487331712,7.78915797541723,TRUE,TRUE,2,2023-07-01
"Bailey Creek",2023,8,14.2773294207885,6.55905738942572,7.71827203136276,TRUE,TRUE,2,2023-08-01
"Bailey Creek",2023,9,14.0653987883723,6.37553577466258,7.68986301370969,TRUE,TRUE,2,2023-09-01
"Bailey Creek",2023,10,14.2845618974451,6.28490968830727,7.9996522091378,TRUE,TRUE,2,2023-10-01
"Bailey Creek",2023,11,13.9575331910793,5.66064084258765,8.29689234849168,TRUE,TRUE,2,2023-11-01
"Bailey Creek",2024,2,13.8356049672511,5.34138589142771,8.49421907582335,TRUE,TRUE,2,2024-02-01
"Bailey Creek",2024,3,13.3087371685779,5.92985082905614,7.37888633952172,TRUE,TRUE,2,2024-03-01
"Bailey Creek",2024,4,13.9958111205416,7.22939540993813,6.76641571060346,TRUE,TRUE,2,2024-04-01
"Bailey Creek",2024,5,13.6973209035163,6.88641708913762,6.8109038143787,TRUE,TRUE,2,2024-05-01
"Bailey Creek",2024,6,14.2013426333267,6.75113391474353,7.45020871858322,TRUE,TRUE,2,2024-06-01
"Bailey Creek",2024,7,14.1642153297708,6.7393766653764,7.42483866439444,TRUE,TRUE,2,2024-07-01
"Bailey Creek",2024,8,14.2428957552466,6.69949407901918,7.54340167622746,TRUE,TRUE,2,2024-08-01
"Bailey Creek",2024,9,14.0789550360743,6.50805719935271,7.5708978367216,TRUE,TRUE,2,2024-09-01
"Bear Creek",2022,6,15.3395548874132,7.90340691773371,7.43614796967945,TRUE,TRUE,2,2022-06-01
"Bear Creek",2022,7,14.8119366362671,7.68216278173107,7.12977385453604,TRUE,TRUE,2,2022-07-01
"Bear Creek",2022,8,14.899982250121,7.50489383285375,7.39508841726729,TRUE,TRUE,2,2022-08-01
"Bear Creek",2022,9,15.003830064511,7.27711077678173,7.72671928772926,TRUE,TRUE,2,2022-09-01
"Bear Creek",2022,10,14.8339348107909,7.05246733905514,7.78146747173579,TRUE,TRUE,2,2022-10-01
"Bear Creek",2023,4,14.9336560152154,7.21548626853575,7.71816974667961,TRUE,TRUE,2,2023-04-01
"Bear Creek",2023,5,15.5700319088848,8.09611208786741,7.47391982101734,TRUE,TRUE,2,2023-05-01
"Bear Creek",2023,6,15.2413890488833,8.22878900279787,7.01260004608546,TRUE,TRUE,2,2023-06-01
"Bear Creek",2023,7,15.0727251308567,7.47909867638411,7.59362645447264,TRUE,TRUE,2,2023-07-01
"Bear Creek",2023,8,14.8923729550456,6.90999871863148,7.98237423641412,TRUE,TRUE,2,2023-08-01
"Bear Creek",2023,9,15.4520782728498,6.5490082307298,8.90307004212,TRUE,TRUE,2,2023-09-01
"Bear Creek",2023,10,13.4439300108025,6.31172524279412,8.97835861416226,TRUE,TRUE,2,2023-10-01
"Bear Creek",2023,11,15.4541452910289,5.23941315983421,10.2147321311946,TRUE,TRUE,2,2023-11-01
"Bear Creek",2024,4,14.687970633245,7.50795723956042,7.18001339368457,TRUE,TRUE,2,2024-04-01
"Bear Creek",2024,5,14.7257844047471,7.75531525724537,6.97046914750175,TRUE,TRUE,2,2024-05-01
"Blackrock Creek 1",2021,8,14.4816710344877,13.5179931778415,0.963677856646201,FALSE,FALSE,0,2021-08-01
"Blackrock Creek 1",2021,9,14.52293019421,13.3677824385637,1.15514775564631,FALSE,FALSE,0,2021-09-01
"Blackrock Creek 1",2021,10,14.7255199132716,13.5029789306693,1.22254098260227,FALSE,FALSE,0,2021-10-01
"Blackrock Creek 1",2022,4,14.8760347882737,13.2380413575341,1.63799343073961,FALSE,FALSE,0,2022-04-01
"Blackrock Creek 1",2022,5,14.794368279549,12.9020525183129,1.89231576123606,FALSE,FALSE,0,2022-05-01
"Blackrock Creek 1",2022,6,14.7985008404842,10.948455911873,3.85004492861125,FALSE,TRUE,1,2022-06-01
"Blackrock Creek 1",2022,7,14.5022811531515,12.2939689634756,2.2083121896759,FALSE,FALSE,0,2022-07-01
"Blackrock Creek 1",2022,8,14.6273899865005,13.6773725263454,0.95001746015519,FALSE,FALSE,0,2022-08-01
"Blackrock Creek 1",2022,9,14.661769046211,13.5541715789388,1.10759746727225,FALSE,FALSE,0,2022-09-01
"Blackrock Creek 1",2022,10,14.3767955432564,13.4712044345162,0.905591108740178,FALSE,FALSE,0,2022-10-01
"Blackrock Creek 1",2023,4,14.9301375126509,13.4049948565006,1.52514265615034,FALSE,FALSE,0,2023-04-01
"Blackrock Creek 1",2023,5,15.1511013082926,12.6519394630698,2.49916184522282,FALSE,FALSE,0,2023-05-01
"Blackrock Creek 1",2023,6,14.6967357171501,10.7208323268533,3.97590339029684,FALSE,TRUE,1,2023-06-01
"Blackrock Creek 1",2023,7,14.5559729408226,11.71607150736,2.83990143346257,FALSE,FALSE,0,2023-07-01
"Blackrock Creek 1",2023,8,14.539414529231,9.09380064975522,5.44561387947573,TRUE,TRUE,2,2023-08-01
"Blackrock Creek 1",2023,9,14.6326826428245,9.70531340775658,4.92736923506787,FALSE,TRUE,1,2023-09-01
"Blackrock Creek 1",2023,10,14.6337140995626,12.8757292472717,1.75798485229092,FALSE,FALSE,0,2023-10-01
"Blackrock Creek 1",2024,4,14.5121305767785,14.0020295603873,0.510101016391144,FALSE,FALSE,0,2024-04-01
"Blackrock Creek 1",2024,5,14.4972843460532,13.0505440433967,1.44674030265656,FALSE,FALSE,0,2024-05-01
"Blackrock Creek 1",2024,6,14.5281370742079,11.8903246040086,2.63781247019925,FALSE,FALSE,0,2024-06-01
"Blackrock Creek 1",2024,7,14.4102157340489,12.6352758765395,1.77493985750938,FALSE,FALSE,0,2024-07-01
"Blackrock Creek 1",2024,8,14.5297882234728,12.532123806657,1.99766441681577,FALSE,FALSE,0,2024-08-01
"Blackrock Creek 2",2021,8,14.4821820023711,13.6784352748186,0.803746727552577,FALSE,FALSE,0,2021-08-01
"Blackrock Creek 2",2021,9,14.5104988214762,13.7057124228176,0.804786398658563,FALSE,FALSE,0,2021-09-01
"Blackrock Creek 2",2021,10,14.836405814616,13.9490777202742,0.887328094341826,FALSE,FALSE,0,2021-10-01
"Blackrock Creek 2",2022,4,14.8741584052649,13.9561136971639,0.918044708100921,FALSE,FALSE,0,2022-04-01
"Blackrock Creek 2",2022,5,14.7672826134338,13.0327771780345,1.73450543539935,FALSE,FALSE,0,2022-05-01
"Blackrock Creek 2",2022,6,14.7970349573264,11.1766416882911,3.62039326903526,FALSE,TRUE,1,2022-06-01
"Blackrock Creek 2",2022,7,14.5071711674594,12.7328830354631,1.77428813199626,FALSE,FALSE,0,2022-07-01
"Blackrock Creek 2",2022,8,14.6268268067296,13.8914107506369,0.73541605609264,FALSE,FALSE,0,2022-08-01
"Blackrock Creek 2",2022,9,14.598482985339,13.9506449542547,0.647838031084342,FALSE,FALSE,0,2022-09-01
"Blackrock Creek 2",2022,10,14.3755642732625,14.1860022635622,0.189562009700315,FALSE,FALSE,0,2022-10-01
"Blackrock Creek 2",2023,4,14.8225259694339,14.0710678456772,0.751458123756691,FALSE,FALSE,0,2023-04-01
"Blackrock Creek 2",2023,5,15.1492006477444,12.7892345152258,2.35996613251858,FALSE,FALSE,0,2023-05-01
"Blackrock Creek 2",2023,6,14.739893636483,10.6276517041507,4.11224193233235,FALSE,TRUE,1,2023-06-01
"Blackrock Creek 3",2013,7,14.3779331520437,-0.458235954709675,-9.16383089324663,TRUE,TRUE,2,2013-07-01
"Blackrock Creek 3",2013,8,14.2145156250129,-0.775063124474879,-9.01042125051221,TRUE,TRUE,2,2013-08-01
"Blackrock Creek 3",2013,9,14.1491888949406,-1.10154011727496,-8.74927098778445,TRUE,TRUE,2,2013-09-01
"Blackrock Creek 3",2014,5,15.1597857758472,2.28697515105507,-9.71542466932555,TRUE,TRUE,2,2014-05-01
"Blackrock Creek 3",2014,6,14.6408850102256,-0.733827487994438,-8.62528750177998,TRUE,TRUE,2,2014-06-01
"Blackrock Creek 3",2014,7,14.4114953466194,-1.20123994131909,-8.38726471206155,TRUE,TRUE,2,2014-07-01
"Blackrock Creek 3",2014,8,14.4291111626527,-1.1776603057256,-8.39322853162167,TRUE,TRUE,2,2014-08-01
"Blackrock Creek 3",2014,9,14.392543126558,-1.33740864203476,-8.27004823140719,TRUE,TRUE,2,2014-09-01
"Blackrock Creek 3",2014,10,14.4217829481269,-1.57904098811481,-7.99917606375825,TRUE,TRUE,2,2014-10-01
"Blackrock Creek 4",2014,5,15.2801694133141,3.03894371522972,-2.15877430191566,TRUE,TRUE,2,2014-05-01
"Blackrock Creek 4",2014,6,14.6843148930574,-0.223880139000932,-9.09180496794167,TRUE,TRUE,2,2014-06-01
"Blackrock Creek 5",2014,6,14.6937308332468,1.00029239803505,-10.3065615647883,TRUE,TRUE,2,2014-06-01
"Blackrock Creek 5",2014,7,14.4527023725546,-0.239865581191158,-9.30743204625422,TRUE,TRUE,2,2014-07-01
"Blackrock Creek 5",2014,8,14.5001395084141,-0.52933913526883,-8.9705213563171,TRUE,TRUE,2,2014-08-01
"Blackrock Creek 5",2014,9,14.4045230314015,-0.624107735283181,-8.97136923331527,TRUE,TRUE,2,2014-09-01
"Blackrock Creek 5",2014,10,14.4540296572151,-0.321189882152708,-9.22478046063219,TRUE,TRUE,2,2014-10-01
"Blacktail Groundwater Spring",2023,7,14.4356952245713,11.4347709145341,3.0009243100372,FALSE,FALSE,0,2023-07-01
"Blacktail Groundwater Spring",2023,8,14.4652374823572,10.8307672883186,3.6344701940386,FALSE,TRUE,1,2023-08-01
"Blacktail Groundwater Spring",2023,9,14.5899076669455,10.4201794496328,4.16972821731271,FALSE,TRUE,1,2023-09-01
"Blacktail Groundwater Spring",2024,4,14.1380221456756,14.746474560866,-0.608452415190328,FALSE,TRUE,1,2024-04-01
"Blacktail Groundwater Spring",2024,5,14.4096046278288,14.5030095806159,-0.0934049527871721,FALSE,FALSE,0,2024-05-01
"Blacktail Groundwater Spring",2024,6,14.4953873848646,14.6978554288179,-0.202468043953302,FALSE,FALSE,0,2024-06-01
"Blacktail Groundwater Spring",2024,7,14.2767841515764,14.2242324953357,0.0525516562406434,FALSE,FALSE,0,2024-07-01
"Blacktail Groundwater Spring",2024,8,14.19036866163,13.9477408325082,0.242627829121839,FALSE,FALSE,0,2024-08-01
"Blacktail Springs 1",2020,11,14.1608615945303,13.141103706533,1.01975788799734,FALSE,FALSE,0,2020-11-01
"Blacktail Springs 1",2021,3,14.1308587840532,13.6642143871857,0.466644396867504,FALSE,FALSE,0,2021-03-01
"Blacktail Springs 1",2021,4,14.6171915289791,14.0649591085531,0.552232420426051,FALSE,FALSE,0,2021-04-01
"Blacktail Springs 1",2021,5,14.8255714935657,14.353680392992,0.471891100573718,FALSE,FALSE,0,2021-05-01
"Blacktail Springs 1",2021,6,14.5331347010628,14.5020222496028,0.031112451459959,FALSE,FALSE,0,2021-06-01
"Blacktail Springs 1",2021,7,14.3250740245385,14.3939278758018,-0.0688538512633092,FALSE,FALSE,0,2021-07-01
"Blacktail Springs 1",2021,8,14.4697276395017,14.2400861764155,0.229641463086255,FALSE,FALSE,0,2021-08-01
"Blacktail Springs 1",2021,9,14.5242276520907,13.648391975268,0.875835676822671,FALSE,FALSE,0,2021-09-01
"Blacktail Springs 1",2021,10,14.4435122349394,13.509811103682,0.933701131257442,FALSE,FALSE,0,2021-10-01
"Blacktail Springs 1",2021,11,14.149939071554,13.24559273216,0.904346339393972,FALSE,FALSE,0,2021-11-01
"Blacktail Springs 1",2022,2,14.0456462225846,13.6424791358788,0.40316708670586,FALSE,FALSE,0,2022-02-01
"Blacktail Springs 1",2022,3,14.355416876326,13.9837584042013,0.371658472124744,FALSE,FALSE,0,2022-03-01
"Blacktail Springs 1",2022,4,14.2552288774906,14.6080535742666,-0.352824696775959,FALSE,FALSE,0,2022-04-01
"Blacktail Springs 1",2022,5,14.4784066163827,14.8264970974409,-0.348090481058156,FALSE,FALSE,0,2022-05-01
"Blacktail Springs 1",2022,6,14.634133417085,14.6895283771975,-0.0553949601124749,FALSE,FALSE,0,2022-06-01
"Blacktail Springs 1",2022,7,14.3044724457588,14.6207841143244,-0.316311668565629,FALSE,FALSE,0,2022-07-01
"Blacktail Springs 1",2022,8,14.3360797406105,14.846279393112,-0.51019965250151,FALSE,TRUE,1,2022-08-01
"Blacktail Springs 1",2022,9,14.2447266081428,14.7866210956359,-0.541894487493136,FALSE,TRUE,1,2022-09-01
"Blacktail Springs 1",2022,10,14.0954964781849,14.238110898615,-0.142614420430118,FALSE,FALSE,0,2022-10-01
"Blacktail Springs 1",2023,3,14.1038144608193,14.5612999932154,-0.457485532396083,FALSE,FALSE,0,2023-03-01
"Blacktail Springs 1",2023,4,14.8221644626495,14.795518635504,0.0266458271455013,FALSE,FALSE,0,2023-04-01
"Blacktail Springs 1",2023,5,14.8339213223687,15.0987070914696,-0.264785769100949,FALSE,FALSE,0,2023-05-01
"Blacktail Springs 1",2023,6,14.5065903935617,14.2561838182452,0.250406575316506,FALSE,FALSE,0,2023-06-01
"Blacktail Springs 1",2023,7,14.4260833631752,11.2742577480444,3.15182561513083,FALSE,FALSE,0,2023-07-01
"Blacktail Springs 1",2023,8,14.4601081701541,11.2393923888166,3.22071578133757,FALSE,FALSE,0,2023-08-01
"Blacktail Springs 1",2023,9,14.6130689317224,11.6290350116782,2.98403392004421,FALSE,FALSE,0,2023-09-01
"Blacktail Springs 1",2023,10,14.5076856089741,14.412201356521,0.0954842524531268,FALSE,FALSE,0,2023-10-01
"Blacktail Springs 1",2024,3,13.6497984448041,14.4820255810102,-0.832227136206075,FALSE,TRUE,1,2024-03-01
"Blacktail Springs 1",2024,4,14.1930300629055,15.0338209615455,-0.840790898640017,FALSE,TRUE,1,2024-04-01
"Blacktail Springs 1",2024,5,14.4651447591006,15.0948794942446,-0.629734735143929,FALSE,TRUE,1,2024-05-01
"Blacktail Springs 1",2024,6,14.4929994188107,15.0705785171059,-0.577579098295193,FALSE,TRUE,1,2024-06-01
"Blacktail Springs 1",2024,7,14.325584298345,14.8696016881385,-0.544017389793408,FALSE,TRUE,1,2024-07-01
"Blacktail Springs 1",2024,8,14.2037388818358,14.9298100985455,-0.726071216709763,FALSE,TRUE,1,2024-08-01
"Blacktail Springs 1",2024,9,14.3840799158289,14.8343207640286,-0.45024084819967,FALSE,FALSE,0,2024-09-01
"Blacktail Springs 2",2021,8,14.444871426743,15.7957153441014,-1.35084391735836,FALSE,TRUE,1,2021-08-01
"Blacktail Springs 2",2021,9,14.5141580792106,15.4687044176158,-0.954546338405202,FALSE,TRUE,1,2021-09-01
"Blacktail Springs 2",2021,10,14.4783030971661,15.3779800044495,-0.899676907283367,FALSE,TRUE,1,2021-10-01
"Blacktail Springs 2",2022,4,14.114137879071,15.213992753926,-1.09985487485498,FALSE,TRUE,1,2022-04-01
"Blacktail Springs 2",2022,5,14.4310921159819,15.2954401343947,-0.864348018412818,FALSE,TRUE,1,2022-05-01
"Blacktail Springs 2",2022,6,14.605992777485,15.2319980070784,-0.626005229593385,FALSE,TRUE,1,2022-06-01
"Blacktail Springs 2",2022,7,14.2735589580299,15.2405641256842,-0.967005167654371,FALSE,TRUE,1,2022-07-01
"Blacktail Springs 2",2022,8,14.2196717665733,16.1382764575373,-1.91860469096404,FALSE,TRUE,1,2022-08-01
"Blacktail Springs 2",2023,4,14.7450982939662,15.1160825489651,-0.370984254998899,FALSE,FALSE,0,2023-04-01
"Blacktail Springs 2",2023,5,14.858533201338,15.4495227754403,-0.590989574102293,FALSE,TRUE,1,2023-05-01
"Blacktail Springs 2",2023,6,14.5955247642651,15.3126786710873,-0.717153906822203,FALSE,TRUE,1,2023-06-01
"Box Creek",2023,7,14.5557603070891,9.40164411143097,5.15411619565812,TRUE,TRUE,2,2023-07-01
"Box Creek",2023,8,14.5699265246234,9.16702859508289,5.40289792954054,TRUE,TRUE,2,2023-08-01
"Box Creek",2023,9,14.5888028621466,9.85345514467814,4.73534771746846,FALSE,TRUE,1,2023-09-01
"Box Creek",2023,10,14.5604621608682,11.949420276959,2.61104188390919,FALSE,FALSE,0,2023-10-01
"Box Creek",2024,4,14.5290530028854,13.7352259920087,0.793827010876763,FALSE,FALSE,0,2024-04-01
"Box Creek",2024,5,14.5851499631302,13.8260040281977,0.759145934932511,FALSE,FALSE,0,2024-05-01
"Box Creek",2024,6,14.5430511939386,12.8726035823359,1.67044761160265,FALSE,FALSE,0,2024-06-01
"Box Creek",2024,7,14.4117025028483,12.5810218080101,1.83068069483815,FALSE,FALSE,0,2024-07-01
"Box Creek",2024,8,14.52884529216,12.3853180942413,2.14352719791867,FALSE,FALSE,0,2024-08-01
"Buffalo Fork",2021,4,14.6211386216317,-3.52402048832781,-5.85484089004054,TRUE,TRUE,2,2021-04-01
"Buffalo Fork",2021,5,15.0856189395056,-3.23705273684415,-5.67732832365023,TRUE,TRUE,2,2021-05-01
"Buffalo Fork",2021,8,14.4719687212607,-3.37825679042092,-6.1497744883184,TRUE,TRUE,2,2021-08-01
"Buffalo Fork",2021,9,14.5316764653844,-3.39883665074256,-6.06948688387305,TRUE,TRUE,2,2021-09-01
"Buffalo Fork",2021,10,14.6899899579082,-3.25689949150016,-6.05311055059163,TRUE,TRUE,2,2021-10-01
"Buffalo Fork",2022,4,14.6923181925684,-3.11618988722873,-6.19149192020292,TRUE,TRUE,2,2022-04-01
"Buffalo Fork",2022,5,14.8117469246369,-2.32273737840143,-5.8220374360921,TRUE,TRUE,2,2022-05-01
"Buffalo Fork",2022,6,14.8151694613411,-2.78399232452931,-6.40083821412963,TRUE,TRUE,2,2022-06-01
"Buffalo Fork",2022,7,14.5061566508785,-3.77845542239364,-5.71538792672789,TRUE,TRUE,2,2022-07-01
"Buffalo Fork",2022,8,14.6273899865005,-3.30919917406641,-6.06341083943305,TRUE,TRUE,2,2022-08-01
"Buffalo Fork",2022,9,14.6687665280465,-3.36488296099348,-5.96635051095998,TRUE,TRUE,2,2022-09-01
"Buffalo Fork",2022,10,14.3593477183473,-3.1140982256334,-5.56655405601928,TRUE,TRUE,2,2022-10-01
"Buffalo Fork",2023,4,14.6846038290331,0.024941692891616,-3.34033786385849,TRUE,TRUE,2,2023-04-01
"Buffalo Fork",2023,5,15.1519298757314,4.36039640676855,10.7915334689629,TRUE,TRUE,2,2023-05-01
"Buffalo Fork",2023,6,14.7851032623572,3.97991589405059,8.0359565990758,TRUE,TRUE,2,2023-06-01
"Buffalo Fork",2023,7,14.5570360536829,3.51039982866776,7.94986203146679,TRUE,TRUE,2,2023-07-01
"Buffalo Fork",2023,8,14.5770780848146,3.40848253240099,6.36859555241357,TRUE,TRUE,2,2023-08-01
"Buffalo Fork",2023,9,14.6130424139144,3.53865811823248,8.19438429568194,TRUE,TRUE,2,2023-09-01
"Buffalo Fork",2023,10,14.5986110949084,2.95382186365767,7.64478923125072,TRUE,TRUE,2,2023-10-01
"Buffalo Fork",2024,4,14.3593057794376,4.17778249926013,8.9815232801775,TRUE,TRUE,2,2024-04-01
"Buffalo Fork",2024,5,14.6070547122473,4.09242776352762,8.33280876690146,TRUE,TRUE,2,2024-05-01
"Buffalo Fork",2024,6,14.5291435829564,4.41810336523807,10.1110402177183,TRUE,TRUE,2,2024-06-01
"Cabin Creek",2020,6,14.5654868611936,12.1831157218943,2.3823711392993,FALSE,FALSE,0,2020-06-01
"Cabin Creek",2020,7,14.5710497823392,12.2497709326662,2.32127884967303,FALSE,FALSE,0,2020-07-01
"Cabin Creek",2020,8,14.4926999103088,12.5703713833699,1.92232852693888,FALSE,FALSE,0,2020-08-01
"Cabin Creek",2020,9,14.3674621879608,12.1934006850489,2.17406150291193,FALSE,FALSE,0,2020-09-01
"Cabin Creek",2020,10,14.452515646724,11.5911753402761,2.86134030644792,FALSE,FALSE,0,2020-10-01
"Cabin Creek",2021,5,14.8809819367502,13.5208471303143,1.36013480643585,FALSE,FALSE,0,2021-05-01
"Cabin Creek",2021,6,14.5349551060793,12.2216735034842,2.31328160259508,FALSE,FALSE,0,2021-06-01
"Cabin Creek",2021,7,14.4738016576256,12.5828084699316,1.89099318769398,FALSE,FALSE,0,2021-07-01
"Cabin Creek",2021,11,13.8921156190732,11.1607979491795,2.73131766989367,FALSE,FALSE,0,2021-11-01
"Cabin Creek",2022,3,14.8792385373709,12.1774394669351,2.70179907043581,FALSE,FALSE,0,2022-03-01
"Cabin Creek",2022,4,14.7878412848492,12.9336873157378,1.85415396911138,FALSE,FALSE,0,2022-04-01
"Cabin Creek",2022,5,14.8047664061367,13.4889152781609,1.31585112797575,FALSE,FALSE,0,2022-05-01
"Cabin Creek",2022,6,14.6867530855754,12.2786809379266,2.40807214764884,FALSE,FALSE,0,2022-06-01
"Cabin Creek",2022,7,14.435389251716,11.8651808829041,2.57020836881187,FALSE,FALSE,0,2022-07-01
"Cabin Creek",2022,8,14.533817289914,12.1299195071999,2.4038977827141,FALSE,FALSE,0,2022-08-01
"Cabin Creek",2022,9,14.5584499118345,11.5330180524046,3.02543185942985,FALSE,FALSE,0,2022-09-01
"Cabin Creek",2022,10,14.5070363878887,10.7974697594104,3.70956662847835,FALSE,TRUE,1,2022-10-01
"Cabin Creek",2023,3,14.5445569454237,11.3101155546476,3.2344413907761,FALSE,FALSE,0,2023-03-01
"Cabin Creek",2023,4,14.8925248193877,13.1794476918736,1.7130771275141,FALSE,FALSE,0,2023-04-01
"Cabin Creek",2023,5,15.1770897802711,14.3932383293224,0.783851450948731,FALSE,FALSE,0,2023-05-01
"Cabin Creek",2023,6,14.7435669846328,12.3908532467772,2.3527137378556,FALSE,FALSE,0,2023-06-01
"Cabin Creek",2023,7,14.513827649674,8.3959050915885,6.11792255808546,TRUE,TRUE,2,2023-07-01
"Cabin Creek",2023,8,14.4751187484445,8.58660839282379,5.8885103556207,TRUE,TRUE,2,2023-08-01
"Cabin Creek",2023,9,14.6301910482442,8.89306557514927,5.73712547309495,TRUE,TRUE,2,2023-09-01
"Cabin Creek",2023,10,14.8483491010152,10.6885959476368,4.15975315337846,FALSE,TRUE,1,2023-10-01
"Cabin Creek",2024,2,14.2762616152549,11.4029337415498,2.87332787370511,FALSE,FALSE,0,2024-02-01
"Cabin Creek",2024,3,14.4445202718958,12.4039531436886,2.04056712820714,FALSE,FALSE,0,2024-03-01
"Cabin Creek",2024,4,14.4715139078223,13.8897072785283,0.581806629294065,FALSE,FALSE,0,2024-04-01
"Cabin Creek",2024,5,14.7955553646524,13.7000868267157,1.09546853793673,FALSE,FALSE,0,2024-05-01
"Cabin Creek",2024,6,14.6705212251608,12.4127403971798,2.25778082798094,FALSE,FALSE,0,2024-06-01
"Cabin Creek",2024,7,14.3770362639684,11.7658427789262,2.61119348504224,FALSE,FALSE,0,2024-07-01
"Cabin Creek",2024,8,14.4349918012601,11.6572179641062,2.77777383715389,FALSE,FALSE,0,2024-08-01
"Cabin Creek",2024,9,14.447731616787,11.3500411981207,3.09769041866626,FALSE,FALSE,0,2024-09-01
"Christian Creek",2022,8,14.4104181543371,12.6826381122949,1.72778004204216,FALSE,FALSE,0,2022-08-01
"Christian Creek",2022,9,14.3958313701472,12.0268804120608,2.36895095808644,FALSE,FALSE,0,2022-09-01
"Christian Creek",2022,10,14.4375731652398,11.5546841684342,2.88288899680556,FALSE,FALSE,0,2022-10-01
"Christian Creek",2023,3,14.1525438961707,8.62476315315483,5.52778074301587,TRUE,TRUE,2,2023-03-01
"Christian Creek",2023,4,14.5728959572477,11.2054152447031,3.36748071254461,FALSE,FALSE,0,2023-04-01
